Data Set 7:Time(s),Data Set 7:Force 1(N),Data Set 7:Force 2(N),,0,,
15.28,0.01257324,-0.056778,0.04420476,4.73E+00,,
15.285,0.01467133,-0.0525742,0.03790287,4.73E+00,,
15.29,0.01257324,-0.0462646,0.03369136,4.73E+00,,
15.295,0.01257324,-0.0462646,0.03369136,4.73E+00,,
15.3,0.01467133,-0.0483627,0.03369137,4.73E+00,,
15.305,0.01467133,-0.0483627,0.03369137,4.73E+00,,
15.31,0.0083847,-0.0525742,0.0441895,4.74E+00,,
15.315,0.01257324,-0.0483627,0.03578946,4.74E+00,,
15.32,0.01257324,-0.0588837,0.04631046,4.74E+00,,
15.325,0.01467133,-0.0609818,0.04631047,4.74E+00,,
15.33,0.01257324,-0.025238,0.01266476,4.74E+00,,
15.335,0.01467133,-0.0042038,-0.01046753,4.74E+00,,
15.34,0.01257324,-0.025238,0.01266476,4.74E+00,,
15.345,0.01467133,-0.0357513,0.02107997,4.74E+00,,
15.35,0.0083847,-0.0378494,0.0294647,4.74E+00,,
15.355,-0.0020905,-0.0420609,0.0441514,4.74E+00,,
15.36,0.00628662,-0.0420609,0.03577428,4.74E+00,,
15.365,0.01257324,-0.0462646,0.03369136,4.74E+00,,
15.37,0.01047516,-0.0546722,0.04419704,4.74E+00,,
15.375,0.01257324,-0.0504684,0.03789516,4.74E+00,,
15.38,0.0230484,-0.0546722,0.0316238,4.74E+00,,
15.385,0.01467133,-0.0504684,0.03579707,4.74E+00,,
15.39,0.01676178,-0.0525742,0.03581242,4.74E+00,,
15.395,0.01257324,-0.0546722,0.04209896,4.74E+00,,
15.4,0.01676178,-0.0462646,0.02950282,4.74E+00,,
15.405,0.01676178,-0.0462646,0.02950282,4.74E+00,,
15.41,0.02095795,-0.0504684,0.02951045,4.74E+00,,
15.415,0.01257324,-0.0441589,0.03158566,4.74E+00,,
15.42,0.01257324,-0.0294418,0.01686856,4.74E+00,,
15.425,0.01676178,-0.0399551,0.02319332,4.74E+00,,
15.43,0.01467133,-0.0441589,0.02948757,4.74E+00,,
15.435,-4.44E-16,-0.0462646,4.63E-02,4.74E+00,,
15.44,0.01676178,-0.0021057,-0.01465608,4.74E+00,,
15.445,0.01467133,-0.0168228,0.00215147,4.74E+00,,
15.45,0.01467133,-0.0315399,0.01686857,4.74E+00,,
15.455,0.01257324,-0.0357513,0.02317806,4.74E+00,,
15.46,0.00628662,-0.0441589,0.03787228,4.74E+00,,
15.465,0.01047516,-0.0441589,0.03368374,4.74E+00,,
15.47,0.01257324,-0.0420609,0.02948766,4.74E+00,,
15.475,0.02095795,-0.0483627,0.02740475,4.74E+00,,
15.48,0.0230484,-0.0462646,0.0232162,4.74E+00,,
15.485,0.0230484,-0.0420609,0.0190125,4.74E+00,,
15.49,0.01676178,-0.0399551,0.02319332,4.74E+00,,
15.495,0.01885986,-0.0378494,0.01898954,4.74E+00,,
15.5,0.0083847,-0.0420609,0.0336762,4.74E+00,,
15.505,0.01676178,-0.0420609,0.02529912,4.74E+00,,
15.51,0.02724457,-0.0168228,-0.01042177,4.74E+00,,
15.515,0.01676178,-0.0336456,0.01688382,4.74E+00,,
15.52,0.01885986,-0.0399551,0.02109524,4.74E+00,,
15.525,0.02095795,-0.0462646,0.02530665,4.74E+00,,
15.53,0.01467133,-0.0504684,0.03579707,4.74E+00,,
15.535,0.01676178,-0.0483627,0.03160092,4.74E+00,,
15.54,0.02095795,-0.0525742,0.03161625,4.74E+00,,
15.545,0.01885986,-0.0504684,0.03160854,4.74E+00,,
15.55,0.01257324,-0.0189285,0.00635526,4.74E+00,,
15.555,0.01885986,-0.0420609,0.02320104,4.74E+00,,
15.56,0.01047516,-0.0441589,0.03368374,4.74E+00,,
15.565,0.01257324,-0.0546722,0.04209896,4.74E+00,,
15.57,0.01047516,-0.0525742,0.04209904,4.74E+00,,
15.575,0.01885986,-0.0483627,0.02950284,4.74E+00,,
15.58,0.01467133,-0.0504684,0.03579707,4.74E+00,,
15.585,0.01676178,-0.0525742,0.03581242,4.74E+00,,
15.59,0.01676178,-0.0483627,0.03160092,4.74E+00,,
15.595,0.01257324,-0.0462646,0.03369136,4.74E+00,,
15.6,0.02514648,-0.0504684,0.02532192,4.74E+00,,
15.605,0.01885986,-0.0483627,0.02950284,4.74E+00,,
15.61,0.01467133,-0.0483627,0.03369137,4.74E+00,,
15.615,0.01467133,-0.0525742,0.03790287,4.74E+00,,
15.62,0.01467133,-0.0483627,0.03369137,4.74E+00,,
15.625,0.01467133,-0.0504684,0.03579707,4.74E+00,,
15.63,0.0230484,-0.0084152,-0.0146332,4.74E+00,,
15.635,0.01676178,-0.0231323,0.00637052,4.74E+00,,
15.64,0.02095795,-0.0399551,0.01899715,4.74E+00,,
15.645,0.01676178,-0.0378494,0.02108762,4.74E+00,,
15.65,0.01047516,-0.0063095,-0.00416566,4.74E+00,,
15.655,0.01467133,-0.025238,0.01056667,4.74E+00,,
15.66,0.01676178,-0.0315399,0.01477812,4.74E+00,,
15.665,0.0083847,-0.0399551,0.0315704,4.74E+00,,
15.67,0.0083847,-0.0420609,0.0336762,4.74E+00,,
15.675,0.0083847,-0.0420609,0.0336762,4.74E+00,,
15.68,0.01047516,-0.0504684,0.03999324,4.74E+00,,
15.685,0.01257324,-0.0504684,0.03789516,4.75E+00,,
15.69,0.0083847,-0.0525742,0.0441895,4.75E+00,,
15.695,0.02514648,-0.0483627,0.02321622,4.75E+00,,
15.7,0.01676178,-0.0504684,0.03370662,4.75E+00,,
15.705,0.01257324,-0.0504684,0.03789516,4.75E+00,,
15.71,0.01257324,-0.0483627,0.03578946,4.75E+00,,
15.715,0.0083847,-0.0504684,0.0420837,4.75E+00,,
15.72,0.02095795,-0.0315399,0.01058195,4.75E+00,,
15.725,0.0230484,-0.0420609,0.0190125,4.75E+00,,
15.73,0.01257324,-0.0420609,0.02948766,4.75E+00,,
15.735,0.0230484,-0.0483627,0.0253143,4.75E+00,,
15.74,0.01676178,-0.0483627,0.03160092,4.75E+00,,
15.745,0.01467133,-0.0441589,0.02948757,4.75E+00,,
15.75,0.01467133,-0.0063095,-0.00836183,4.75E+00,,
15.755,0.01467133,-0.0231323,0.00846097,4.75E+00,,
15.76,0.01676178,-0.0336456,0.01688382,4.75E+00,,
15.765,0.02095795,-0.0315399,0.01058195,4.75E+00,,
15.77,0.01467133,-0.0462646,0.03159327,4.75E+00,,
15.775,0.0083847,-0.0483627,0.039978,4.75E+00,,
15.78,0.01257324,-0.0546722,0.04209896,4.75E+00,,
15.785,0.01467133,-0.0483627,0.03369137,4.75E+00,,
15.79,0.01257324,-0.0462646,0.03369136,4.75E+00,,
15.795,0.0083847,-0.0441589,0.0357742,4.75E+00,,
15.8,0.02514648,-0.0525742,0.02742772,4.75E+00,,
15.805,0.02933502,-0.0504684,0.02113338,4.75E+00,,
15.81,0.02514648,-0.0084152,-0.01673128,4.75E+00,,
15.815,0.0230484,-0.0294418,0.0063934,4.75E+00,,
15.82,0.01257324,-0.0420609,0.02948766,4.75E+00,,
15.825,0.01885986,-0.0462646,0.02740474,4.75E+00,,
15.83,0.01257324,-0.0420609,0.02948766,4.75E+00,,
15.835,0.00628662,-0.0336456,0.02735898,4.75E+00,,
15.84,0.01885986,-0.0084152,-0.01044466,4.75E+00,,
15.845,0.01676178,-0.0189285,0.00216672,4.75E+00,,
15.85,0.01467133,-0.0084152,-0.00625613,4.75E+00,,
15.855,0.01676178,-0.0147247,-0.00203708,4.75E+00,,
15.86,0.02095795,-0.0315399,0.01058195,4.75E+00,,
15.865,0.01885986,-0.0462646,0.02740474,4.75E+00,,
15.87,0.01047516,-0.0399551,0.02947994,4.75E+00,,
15.875,0.00418854,-0.0441589,0.03997036,4.75E+00,,
15.88,0.01047516,-0.0483627,0.03788754,4.75E+00,,
15.885,0.0083847,-0.0525742,0.0441895,4.75E+00,,
15.89,0.01047516,-0.0504684,0.03999324,4.75E+00,,
15.895,0.01047516,-0.0546722,0.04419704,4.75E+00,,
15.9,0.01467133,-0.0483627,0.03369137,4.75E+00,,
15.905,0.01257324,-0.0462646,0.03369136,4.75E+00,,
15.91,0.02095795,-0.0546722,0.03371425,4.75E+00,,
15.915,0.01467133,-0.0546722,0.04000087,4.75E+00,,
15.92,0.01885986,-0.056778,0.03791814,4.75E+00,,
15.925,0.01676178,-0.0504684,0.03370662,4.75E+00,,
15.93,0.01467133,-0.0294418,0.01477047,4.75E+00,,
15.935,0.01467133,-0.0420609,0.02738957,4.75E+00,,
15.94,0.01885986,-0.0462646,0.02740474,4.75E+00,,
15.945,0.0083847,-0.0483627,0.039978,4.75E+00,,
15.95,0.01257324,-0.0378494,0.02527616,4.75E+00,,
15.955,0.01257324,-0.0315399,0.01896666,4.75E+00,,
15.96,0.01047516,-0.0210266,0.01055144,4.75E+00,,
15.965,0.01047516,-0.0315399,0.02106474,4.75E+00,,
15.97,0.01047516,-0.0441589,0.03368374,4.75E+00,,
15.975,0.01047516,-0.0420609,0.03158574,4.75E+00,,
15.98,0.01047516,-0.0483627,0.03788754,4.75E+00,,
15.985,0.01257324,-0.0441589,0.03158566,4.75E+00,,
15.99,0.01257324,-0.0399551,0.02738186,4.75E+00,,
15.995,0.01257324,-0.0462646,0.03369136,4.75E+00,,
